cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,cod_outfit,image_embedding
57063798-37,37,KHAKI,BROWN,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Overshirt,datathon/images/2023_57063798_37.jpg,[6243],[0.05538309 3.4132805  1.0731221  ... 0.50900644 0.20619982 1.0947474 ]
57012886-91,91,GRIS CLARO VIGORE,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57012886_91.jpg,"[3568, 5177]",[0.01094854 3.208831   0.         ... 0.         0.13244934 0.3806692 ]
57065787-85,85,ROSA,PINK,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Socks,datathon/images/2023_57065787_85.jpg,[6362],[0.         1.6740662  0.03308818 ... 0.91258377 0.06772757 0.00487332]
57001121-25,25,SALMON,ORANGE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57001121_25.jpg,[2769],[0.00638455 0.90979284 0.18662804 ... 0.04033503 0.27809608 1.1198901 ]
57056716-30,30,MARRON,BROWN,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57056716_30.jpg,[6045],[0.1498896  1.4158269  0.00261075 ... 0.15604854 0.03884435 0.3135631 ]
57094779-TM,TM,TEJANO MEDIO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57094779_TM.jpg,"[7229, 7549, 3722, 6259, 3726]",[0.6310947  0.99947065 0.00761954 ... 0.13564233 0.12150259 1.8703828 ]
57005816-91,91,GRIS CLARO VIGORE,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005816_91.jpg,"[3026, 6789]",[0.         2.8705492  0.01348369 ... 0.26440918 0.0283641  0.96681666]
57087113-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57087113_99.jpg,[7247],[0.01497633 0.96741354 0.1561149  ... 1.3324196  0.08132693 0.        ]
57087726-55,55,TINTA,BLUE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57087726_55.jpg,[7279],[1.21911   1.5294175 0.7366472 ... 0.3952262 0.1303074 1.3172799]
57036316-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57036316_05.jpg,[4716],[0.04728171 1.3447629  0.13323015 ... 0.798008   0.07483508 0.8474617 ]
57077124-78,78,BURDEOS,RED,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57077124_78.jpg,[6878],[0.07524142 2.1559331  0.0397037  ... 0.56044936 0.35271835 0.91828257]
57027128-OR,OR,ORO,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57027128_OR.jpg,"[5247, 6251, 6879, 2949, 4283, 5382]",[0.09714559 1.1130255  0.03751978 ... 0.03018375 0.29004875 1.4141716 ]
43085020-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_43085020_99.jpg,"[608, 94, 3, 154, 2164, 685, 1194, 2195, 2197, 2383]",[0.51599836 0.01102189 1.1233796  ... 0.5940675  0.31712097 0.20190202]
53020576-17,17,CARAMELO,YELLOW,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53020576_17.jpg,"[164, 1255, 3766, 2190, 964, 1009, 1385]",[0.10202532 0.         0.26361063 ... 0.10479245 0.26438454 0.09098632]
53040531-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53040531_05.jpg,"[510, 1361, 2077, 280]","[4.8906828e-04 1.7255679e+00 4.3093834e-02 ... 1.3548756e+00 1.6453792e-01
 2.2442375e-01]"
53050547-17,17,CARAMELO,YELLOW,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53050547_17.jpg,[1533],[0.01476415 4.115323   0.12965594 ... 0.6285781  0.056717   0.4675442 ]
53060522-27,27,PIMENTON,ORANGE,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53060522_27.jpg,"[1745, 1831]",[0.10689425 1.9484291  0.13824645 ... 1.7095345  0.11472303 0.01151093]
53070717-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53070717_OR.jpg,"[1371, 2187, 1850, 2387, 1607, 2006, 6548]",[0.15037467 0.13592823 0.02102842 ... 0.68887955 0.07821085 0.19589144]
53080818-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53080818_05.jpg,[2274],[0.03846233 0.6647599  0.21566127 ... 1.6411324  0.08950374 0.83018404]
53070824-46,46,TURQUESA,BLUE,Female,Adult,SHE,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53070824_46.jpg,"[1818, 2023]",[0.02583653 0.8424587  0.12900479 ... 0.566466   0.04993249 0.9933416 ]
53083725-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53083725_99.jpg,[2298],[0.07927611 4.064444   0.3748698  ... 0.7043346  0.02797252 1.0408901 ]
53041101-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53041101_99.jpg,[1418],[0.03848333 1.3246071  0.07307264 ... 0.55650693 0.23854838 0.16093454]
53015758-70,70,ROJO,RED,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53015758_70.jpg,[936],[1.182838   1.8735245  0.05393386 ... 0.4006163  0.10625143 0.31065896]
57084380-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_57084380_99.jpg,"[707, 7089]",[0.02776582 4.858181   0.34146145 ... 0.28898928 0.18488294 0.49087474]
57055930-36,36,OLIVA,BROWN,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57055930_36.jpg,[5984],[0.10196627 1.9699196  0.4449847  ... 1.5289468  0.53416085 0.17102408]
57035784-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_57035784_TN.jpg,"[4867, 881, 3954, 4571, 4616, 6597]",[0.13547613 1.0294683  0.05325855 ... 0.38479128 0.16358489 0.5996919 ]
57025927-99,99,NEGRO,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57025927_99.jpg,[4209],[0.12109578 1.9332584  0.00602439 ... 0.57105404 0.0979675  1.3613778 ]
57057885-01,01,BLANCO,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57057885_01.jpg,[6118],[0.5991139  3.230396   0.8505802  ... 1.93521    0.15614969 1.0779849 ]
57007901-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57007901_99.jpg,[3285],[0.04179003 2.0990293  0.15684702 ... 0.5998587  0.7272348  0.6522815 ]
57077700-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57077700_02.jpg,[6886],[0.13340409 0.4967493  0.2597852  ... 1.3368611  0.11663883 0.63470525]
47004026-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47004026_OR.jpg,"[2582, 3529, 3530, 3531, 3532, 3588, 7465]",[0.08316223 0.2729376  0.23272818 ... 0.74291474 2.4754152  0.01274073]
47094760-PL,PL,PLATA,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47094760_PL.jpg,"[5741, 5742, 2707, 3528]",[0.00264772 0.41023958 0.14642255 ... 0.10470011 1.4994888  0.31340978]
57030005-01,01,BLANCO,WHITE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57030005_01.jpg,[4412],[0.31309074 3.2243798  0.06061335 ... 0.00325334 0.3937335  1.8655623 ]
47048639-01,01,BLANCO,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_47048639_01.jpg,[3970],[0.         3.3744707  0.0403555  ... 0.04316609 0.12281417 0.8231854 ]
57010090-98,98,VISON,GREY,Female,Adult,SHE,C-COMPLEMENTOS,Beauty,Fragance,Fragances,Fragance,datathon/images/2023_57010090_98.jpg,[3402],[0.         0.20352893 0.00509066 ... 1.1955218  1.9321008  0.20289898]
57020113-30,30,MARRON,BROWN,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57020113_30.jpg,"[3978, 5596]",[0.19077243 1.3276521  0.11422954 ... 0.         0.7774929  0.725631  ]
57010723-87,87,CORAL,PINK,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57010723_87.jpg,[3512],[0.59427047 1.6539893  0.2228858  ... 0.00305649 0.3581477  1.2953782 ]
57010088-30,30,MARRON,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57010088_30.jpg,"[3401, 5740]",[0.01558689 0.27414665 0.7009306  ... 0.5667546  0.21147528 0.05722993]
57000261-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2023_57000261_99.jpg,"[2638, 3415, 3994, 4006, 4445, 4460, 4952, 5656]",[0.03372128 0.21136051 0.25563896 ... 0.00153636 0.09806351 0.47333604]
57050299-43,43,VERDE,GREEN,Female,Adult,SHE,K-CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57050299_43.jpg,"[5000, 5701]",[0.29686543 1.9170551  0.06570215 ... 0.01031145 0.02761879 0.21761183]
57065950-99,99,NEGRO,GREY,Female,Adult,SHE,O-POLIPIEL,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2023_57065950_99.jpg,[6425],[0.30910963 3.546164   0.29121268 ... 0.23354101 0.4762034  1.4528942 ]
57066711-09,09,CAMEL,WHITE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57066711_09.jpg,[6473],[0.12039518 3.044109   0.24504694 ... 0.11960927 0.09241975 1.1595798 ]
57082890-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57082890_05.jpg,"[6643, 7022, 2754, 3483, 6989]",[0.01419652 1.1790012  0.18965875 ... 0.07859211 0.30143604 0.341107  ]
57001059-70,70,ROJO,RED,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57001059_70.jpg,[2734],[0.04260868 3.8814118  0.22598268 ... 0.00710909 0.08765009 1.102948  ]
57001081-50,50,CELESTE,BLUE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Gloves,datathon/images/2023_57001081_50.jpg,"[2747, 6191, 7390, 7434]",[0.         0.46196213 0.0110331  ... 0.8405249  0.24888879 0.00404533]
57014404-06,06,PIEDRA,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57014404_06.jpg,"[3656, 3303, 3854, 3855, 4318, 4319, 4763, 5432, 6082, 6516, 6523, 4800]","[1.1305470e-03 1.1204730e+00 0.0000000e+00 ... 2.1279848e-03 2.4811627e-02
 1.6085171e+00]"
57083802-50,50,CELESTE,BLUE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57083802_50.jpg,"[7664, 3598, 3028, 4224, 7042, 5873]",[0.03295897 2.030012   0.00588129 ... 0.00896173 0.53902495 1.8649753 ]
57036714-85,85,ROSA,PINK,Female,Adult,SHE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57036714_85.jpg,"[4719, 7240]",[0.07969253 1.9296775  0.05642383 ... 0.70415473 0.07634928 0.        ]
57095792-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57095792_52.jpg,[7580],[0.55227375 3.2014709  0.5166859  ... 0.32656986 1.0774285  1.8427876 ]
57031172-15,15,MOSTAZA,YELLOW,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2023_57031172_15.jpg,"[4484, 5121]",[0.11859614 0.16804467 0.45379812 ... 0.46387863 0.9510069  0.04377517]
57054419-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57054419_05.jpg,"[5153, 5813, 5896]",[0.01211354 1.3632439  0.06616065 ... 0.9081981  0.08439285 0.89437354]
57025804-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57025804_99.jpg,"[3918, 3216, 5345, 6444, 4606, 6960, 5416, 4760, 2875, 3648, 4179, 4695, 7198]",[0.57653064 0.7673702  0.47434685 ... 0.01669561 0.3847485  1.2449067 ]
57065982-70,70,ROJO,RED,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57065982_70.jpg,[6442],[0.31351602 1.8422313  0.48038828 ... 0.25607893 0.329807   0.592522  ]
57037719-43,43,VERDE,GREEN,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57037719_43.jpg,[4752],[0.24551973 2.5694833  0.4309903  ... 0.25631866 0.05914469 2.0973318 ]
57046312-06,06,PIEDRA,WHITE,Female,Adult,SHE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57046312_06.jpg,"[5991, 7234, 7701, 5369, 7673]",[0.01449544 0.9378649  0.03780157 ... 0.94460464 0.12567139 1.457725  ]
57007736-09,09,CAMEL,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57007736_09.jpg,[3211],[0.07399417 2.516554   0.05424504 ... 0.12573956 0.03426861 0.40758324]
57017123-02,02,OFFWHITE,WHITE,Female,Adult,SHE,J-JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57017123_02.jpg,[3819],[0.15775912 2.8434906  0.31977266 ... 0.35934222 0.24166423 2.7784111 ]
57067739-81,81,ROSA PASTEL,PINK,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Gloves,datathon/images/2023_57067739_81.jpg,"[4325, 6085, 6515]",[0.         0.51607966 0.04871496 ... 0.33340755 0.87050176 0.05329131]
57084435-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57084435_05.jpg,"[6097, 7743, 7125, 7776]",[0.00231683 0.34275338 0.11020796 ... 0.723031   1.1540345  1.836329  ]
57064784-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57064784_99.jpg,"[5172, 2958, 2972, 2975, 5924, 5936, 6341, 6750, 7131, 2886, 2976, 4615, 5271, 6354]",[0.36273822 0.04150753 0.6525541  ... 1.5399822  0.3128393  0.14600748]
57027756-70,70,ROJO,RED,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57027756_70.jpg,[4332],[0.16472983 1.9147416  0.06821433 ... 0.23576951 0.04136818 0.30147704]
57055811-85,85,ROSA,PINK,Female,Adult,SHE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57055811_85.jpg,[5972],[0.26589698 0.48793152 0.08316152 ... 0.39581478 0.68735397 0.9537993 ]
57086317-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57086317_99.jpg,[7238],[0.02159904 0.5419171  0.01498141 ... 0.16500486 0.11129765 1.4862733 ]
57067762-82,82,ROSA LIGHT,PINK,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57067762_82.jpg,"[4336, 6536, 6919, 7313, 7750, 7751]",[0.01100421 0.43261158 0.02625185 ... 0.12062786 0.46776408 0.34073064]
43035720-01,01,BLANCO,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_43035720_01.jpg,"[1191, 25]",[0.05266041 1.1126727  0.03276142 ... 0.41811344 0.51169246 1.4375662 ]
43090723-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Ring,datathon/images/2019_43090723_OR.jpg,"[391, 1163, 1353, 1779, 2294, 211, 579, 1798, 2174, 578, 210, 502, 589, 975, 995, 1180, 1542, 1623, 1771, 1799, 2171, 2241, 2391, 208, 1156, 2003, 976, 493, 1199, 1251, 1781, 439, 274, 1608, 1983]","[1.06048174e-01 4.02978883e-04 2.43856758e-01 ... 1.04627836e+00
 1.07155788e+00 1.05599359e-01]"
51070586-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_51070586_02.jpg,"[264, 376]",[0.01575472 0.3396843  0.30723593 ... 0.11792677 0.3223085  0.9804108 ]
53070592-08,08,BEIGE,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53070592_08.jpg,"[998, 1980, 579, 1588, 2236, 568, 1793, 205, 321, 1796, 1976, 1784, 1972, 12, 1181, 517, 10, 143, 504, 816, 850, 1273, 1816, 2228, 26, 292, 447, 1017, 1176, 1774, 1861, 1974, 2424]",[0.01054788 0.07086808 0.10088193 ... 0.3809203  0.43696716 0.06875432]
53000642-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53000642_TN.jpg,"[6929, 3885, 5461, 603]",[0.22590108 0.8879709  0.05750458 ... 0.28364724 0.14297524 0.9414074 ]
53020884-01,01,BLANCO,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53020884_01.jpg,"[1023, 1266, 1050, 594, 2891, 635, 1921, 1860, 659, 703, 1674, 4343, 4709, 7257, 1663, 1671, 2304, 4264, 5870, 994, 2033, 3676, 2458, 923, 1942, 2935, 1372, 134, 483, 3818]",[0.00591411 0.40795267 0.02044064 ... 0.5723128  0.6151815  2.3230698 ]
53071008-05,05,CRUDO,WHITE,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53071008_05.jpg,[2044],[0.         2.0899012  0.14546484 ... 1.1523467  0.18486951 0.44678542]
53023750-01,01,BLANCO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53023750_01.jpg,"[102, 290, 15, 1810, 1851, 2053, 1238, 167, 254, 459, 704, 904, 1077, 1432, 1618, 128, 172, 455, 367, 418, 474, 476, 491, 560, 688, 699, 736, 1323, 1579, 2499, 2522, 2892, 3676, 7070, 7189]",[0.48250362 0.02266989 0.01897444 ... 0.45449638 0.29637024 0.9631178 ]
53023754-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2019_53023754_99.jpg,"[706, 1081, 2897]","[4.0052822e-01 1.3116543e-04 1.2784545e-01 ... 3.1267145e-01 1.3899170e-01
 4.6101752e-01]"
53035745-43,43,VERDE,GREEN,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53035745_43.jpg,"[1334, 1076]",[0.01451321 3.1309397  0.07104863 ... 0.13733186 0.23832108 1.7201927 ]
53025016-08,08,BEIGE,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53025016_08.jpg,"[88, 1100, 7321]",[0.05974304 2.44011    0.03502981 ... 0.7518203  0.01432925 0.48592633]
57025902-37,37,KHAKI,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Purse,datathon/images/2019_57025902_37.jpg,[4195],[0.12540597 0.01149383 0.0984524  ... 0.8551121  0.22640087 0.34108427]
57007600-91,91,GRIS CLARO VIGORE,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57007600_91.jpg,[3164],[0.17894842 2.134046   0.09241958 ... 1.1756152  0.10095587 0.41996515]
57015949-95,95,ANTRACITA,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57015949_95.jpg,[3761],[0.03334025 4.6101027  0.13964625 ... 0.5843138  0.114361   1.4895511 ]
57068630-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57068630_52.jpg,[6564],[0.02087191 0.45931008 0.         ... 0.20188843 0.07519022 1.1008346 ]
47067109-40,40,VERDE PASTEL,GREEN,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_47067109_40.jpg,[6991],[0.01190853 1.4358101  0.23993798 ... 0.08819498 0.30550683 0.9637907 ]
47084432-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_47084432_05.jpg,[4993],[0.         2.675212   0.0617677  ... 0.06016369 0.04681185 0.30122322]
57090025-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57090025_02.jpg,[7382],"[5.3759579e-02 1.5100722e+00 1.5099861e-01 ... 3.0874665e-04 4.1599658e-01
 1.1984317e+00]"
47075959-98,98,VISON,GREY,Female,Adult,SHE,C-COMPLEMENTOS,Beauty,Fragance,Fragances,Bodymist,datathon/images/2023_47075959_98.jpg,[6185],[0.         0.29292253 0.32449025 ... 1.2449073  0.14458261 0.30561212]
57030086-85,85,ROSA,PINK,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57030086_85.jpg,"[2618, 4436, 2704, 4880]",[0.12620395 0.45725757 0.27080786 ... 0.9080246  0.05707693 0.30289575]
57023725-37,37,KHAKI,BROWN,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2023_57023725_37.jpg,[4068],[0.34380388 4.2483754  0.63738745 ... 0.15129228 0.47802505 1.345572  ]
57032514-80,80,NUDE,PINK,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57032514_80.jpg,[4499],[0.22547612 0.09466703 0.25023982 ... 0.15773614 0.06839171 0.22029072]
57050306-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050306_02.jpg,"[2914, 2969, 3109, 3111, 3639, 4140, 4642, 4643, 5197, 5967, 5968, 6289, 7508, 7528, 5711]",[0.13790233 0.5109146  0.064801   ... 0.07493346 0.30011413 0.4729459 ]
57021028-PL,PL,PLATA,GREY,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57021028_PL.jpg,[4022],[0.01932758 3.1273692  0.13293223 ... 0.07195291 0.17297536 1.0194912 ]
57032523-CU,CU,CUERO,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57032523_CU.jpg,"[4500, 6296, 4714]",[0.56905466 0.03704756 0.32394382 ... 0.0023124  0.35508874 0.15579511]
47038651-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini pantie,datathon/images/2023_47038651_99.jpg,[5546],[0.21594137 0.30569246 0.15043785 ... 0.84423083 0.22773036 0.46023452]
57072890-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57072890_05.jpg,"[6651, 6213]",[0.17329305 1.1493125  0.         ... 0.10508744 1.0049262  0.8654161 ]
57015968-43,43,VERDE,GREEN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57015968_43.jpg,[3771],[0.4982479  0.06111196 2.8907666  ... 0.25129396 0.18822156 0.39916447]
57043802-07,07,ARENA,WHITE,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57043802_07.jpg,[5179],[0.30185637 3.6795294  0.02626061 ... 0.02874002 0.14771156 0.7070086 ]
57085142-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57085142_99.jpg,"[6586, 7137, 7341]",[0.10017381 0.40799162 0.00525529 ... 0.08096731 0.07959164 0.39769468]
57004051-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57004051_OR.jpg,"[3202, 6891, 3783, 2605, 2876, 7686, 3212, 4190, 4851, 5644, 6738]",[0.17081356 0.30332378 0.05476691 ... 1.0330712  0.42171222 0.00779965]
